"id","category_id","title","sale_price","num_of_bhk","site","product_url","total_sqft","livable_sqft","num_bedrooms","num_bathrooms","flat_condition","flooring_type","parking","furnishing_state","direction_facing","property_on","ownership","year_built","location","inserted_timestamp"
"14","1","2BHK Apartment for Sale","1.99 Crores","2BHK","CommonFloor","https://www.commonfloor.com/listing/2bhk-apartment-for-sale-in-kandivali-west-mumbai-at-right-grishma-heights/pro245a8vkxg3nop",NULL,"727","2","2","New Sale","Vitrified Tiles","Yes","not furnished","East","9th floor","Freehold","2018","Kandivali West","2018-09-12 15:38:22"
"15","1","2BHK Apartment for Sale","52.8 Lakhs","2BHK","CommonFloor","https://www.commonfloor.com/listing/2bhk-apartment-for-sale-in-virar-west-mumbai-at-poonam-park-view-phase-1/48vdkfo32m6u86uy","880","750","2","2","Resale",NULL,"No",NULL,NULL,"Ground floor",NULL,NULL,"Virar West","2018-09-12 15:38:27"
"16","1","3BHK Apartment for Sale","3.3 Crores","3BHK","CommonFloor","https://www.commonfloor.com/listing/3bhk-apartment-for-sale-in-andheri-east-mumbai-at-raheja-vistas/3dyj8keiv38s4ofs","1750","1250","3","3","Resale",NULL,"No",NULL,NULL,"Ground floor",NULL,NULL,"Andheri East","2018-09-12 15:38:30"
"17","1","2BHK Apartment for Sale","2.3 Crores","2BHK","CommonFloor","https://www.commonfloor.com/listing/2bhk-apartment-for-sale-in-andheri-east-mumbai-at-raheja-vistas/hrdl47qujh6bz6al","1150","700","2","2","Resale",NULL,"No",NULL,NULL,"Ground floor",NULL,NULL,"Andheri East","2018-09-12 15:38:34"
"18","1","2BHK Apartment for Sale","2.1 Crores","2BHK","CommonFloor","https://www.commonfloor.com/listing/2bhk-apartment-for-sale-in-chandivali-mumbai-at-shapoorji-pallonji-vicinia/xixzhqhv7np0njlw","970","670","2","2","New Sale","Marble Flooring","Yes","not furnished","North-East","7th floor","Freehold","2018","Chandivali","2018-09-12 15:38:36"
"19","1","2BHK Apartment for Sale","36 Lakhs","2BHK","CommonFloor","https://www.commonfloor.com/listing/2bhk-apartment-for-sale-in-neral-mumbai-at-vakas-vijay-estate/tur4ip74zz2kh49o","710","580","2","2","New Sale","Marbonite","Yes","not furnished","East","Ground floor",NULL,NULL,"Neral","2018-09-12 15:38:39"
"20","1","2BHK Apartment for Sale","58 Lakhs","2BHK","CommonFloor","https://www.commonfloor.com/listing/2bhk-apartment-for-sale-in-dombivli-east-mumbai-at-lodha-palava-city/bhiazawapwvlcwwl","750","686","2","2","New Sale","Vitrified Tiles","Yes","not furnished","West","8th floor",NULL,NULL,"Dombivli East","2018-09-12 15:38:43"
"21","1","3BHK Apartment for Sale","75 Lakhs","3BHK","CommonFloor","https://www.commonfloor.com/listing/3bhk-apartment-for-sale-in-dombivli-east-mumbai-at-lodha-casa-bella-gold/f63bu9wdl3uwilji","1098","798","3","2","Resale","Ceramic","Yes","not furnished","East","12th floor","Freehold","2014","Dombivli East","2018-09-12 15:38:47"
"22","1","2BHK Apartment for Sale","3.3 Crores","2BHK","CommonFloor","https://www.commonfloor.com/listing/2bhk-apartment-for-sale-in-powai-mumbai-at-hiranandani-zen-atlantis/rzrljhmtzy73rq1y","1250","750","2","2","Resale",NULL,"No",NULL,NULL,"Ground floor",NULL,NULL,"Powai","2018-09-12 15:38:50"
"23","1","3BHK Apartment for Sale","75 Lakhs","3BHK","CommonFloor","https://www.commonfloor.com/listing/3bhk-apartment-for-sale-in-dombivli-east-mumbai-at-lodha-casa-bella-gold/klri8yy74ap36e3h","1098","798","3","2","Resale","Ceramic","Yes","not furnished","East","13th floor","Freehold","2014","Dombivli East","2018-09-12 15:38:52"
"24","1","1BHK Apartment for Sale","20 Lakhs","1BHK","CommonFloor","https://www.commonfloor.com/listing/1bhk-apartment-for-sale-in-neral-mumbai-at-vakas-vijay-estate/fon7d34131y7ja6i","550","350","1","1","New Sale","Marbonite","Yes","not furnished","East","Ground floor",NULL,NULL,"Neral","2018-09-12 15:38:56"
"25","1","1BHK Apartment for Sale","31 Lakhs","1BHK","CommonFloor","https://www.commonfloor.com/listing/1bhk-apartment-for-sale-in-ambernath-east-mumbai/tskmr9v7kt2p1dyw","575","525","1","1","Resale",NULL,"No",NULL,NULL,"Ground floor",NULL,NULL,"Ambernath East","2018-09-12 15:39:00"
"26","1","2BHK Apartment for Sale","2.55 Crores","2BHK","CommonFloor","https://www.commonfloor.com/listing/semi-furnished-2bhk-apartment-for-sale-in-ghatkopar-west-mumbai-at-kalpataru-aura/nan1wa5d91rqxr25","1200","830","2","2","Resale","Vitrified Tiles","Yes","semi furnished","North-East","14th floor","coop","2013","Ghatkopar West","2018-09-12 15:39:03"
"27","1","2BHK Apartment for Sale","65 Lakhs","2BHK","CommonFloor","https://www.commonfloor.com/listing/2bhk-apartment-for-sale-in-dombivli-east-mumbai-at-lodha-casa-bella-gold/toet8pzrnv8iwm0q","918","667","2","2","Resale",NULL,"No",NULL,NULL,"Ground floor",NULL,NULL,"Dombivli East","2018-09-12 15:39:06"
"28","1","2BHK Apartment for Sale","3.65 Crores","2BHK","CommonFloor","https://www.commonfloor.com/listing/2bhk-apartment-for-sale-in-dadar-west-mumbai-at-paschim-apartments/expnlgkq7v3nlwgs","1000","815","2","2","Resale",NULL,"No",NULL,NULL,"Ground floor",NULL,NULL,"Dadar West","2018-09-12 15:39:09"
"29","1","2BHK Apartment for Sale","60 Lakhs","2BHK","CommonFloor","https://www.commonfloor.com/listing/fully-furnished-2bhk-apartment-for-sale-in-virar-west-mumbai-at-viva-gokul-complex/gr6qi4zirqrp5yzj","950","650","2","2","Resale","Vitrified Tiles","Yes","fully furnished","East","Ground floor","Freehold","2010","Virar West","2018-09-12 15:39:12"
"30","1","2BHK Apartment for Sale","1.85 Crores","2BHK","CommonFloor","https://www.commonfloor.com/listing/2bhk-apartment-for-sale-in-kandivali-east-mumbai/0cpkkqxe9hb6nc79","1040","940","2","2","Resale",NULL,"No",NULL,NULL,"Ground floor",NULL,NULL,"Kandivali East","2018-09-12 15:39:15"
"31","1","2BHK Apartment for Sale","5.72 Crores","2BHK","CommonFloor","https://www.commonfloor.com/listing/2bhk-apartment-for-sale-in-bandra-west-mumbai-at-sheth-beaupride/097rd4ydijqxz1pt",NULL,"920","2","2","New Sale","Vitrified Tiles","Yes","not furnished",NULL,"Ground floor",NULL,NULL,"Bandra West","2018-09-12 15:39:22"
"32","1","1BHK Apartment for Sale","70 Lakhs","1BHK","CommonFloor","https://www.commonfloor.com/listing/1bhk-apartment-for-sale-in-mira-bhayandar-mumbai-at-unique-skyline-ii/9p71ls0kjwr0w408","740","480","1","2","Resale","Vitrified Tiles","No","not furnished","North-East","4th floor","Freehold","2018","Mira Bhayandar","2018-09-12 15:39:26"
"33","1","2BHK Apartment for Sale","63.49 Lakhs","2BHK","CommonFloor","https://www.commonfloor.com/listing/semi-furnished-2bhk-apartment-for-sale-in-dombivli-east-mumbai-at-lodha-palava-casa-bella/t15h1dohbmj3hted","1147","700","2","2","New Sale","Marbonite","Yes","semi furnished","East","9th floor","Freehold","2018","Dombivli East","2018-09-12 15:39:30"
"34","1","1BHK Apartment for Sale","39 Lakhs","1BHK","CommonFloor","https://www.commonfloor.com/listing/semi-furnished-1bhk-apartment-for-sale-in-dombivli-east-mumbai-at-lodha-palava-aquaville/sztlgmxwjwmwa5dx","722","441","1","1","New Sale",NULL,"Yes","semi furnished","East","9th floor","Freehold","Under Construction","Dombivli East","2018-09-12 15:39:33"
"35","1","2BHK Apartment for Sale","1.71 Crores","2BHK","CommonFloor","https://www.commonfloor.com/listing/2bhk-apartment-for-sale-in-mulund-west-mumbai-at-wadhwa-atmosphere/ujxnb0cfsfxqp2g6","928","650","2","2","New Sale","Vitrified Tiles","Yes","not furnished","East","11th floor","Freehold","Under Construction","Mulund West","2018-09-12 15:39:37"
"36","1","3BHK Apartment for Sale","2.05 Crores","3BHK","CommonFloor","https://www.commonfloor.com/listing/3bhk-apartment-for-sale-in-jogeshwari-east-mumbai-at-acme-boulevard/469kmc0shkdzpv8r","1256","879","3","3","New Sale","Vitrified Tiles","Yes","not furnished","East","9th floor","Freehold","Under Construction","Jogeshwari East","2018-09-12 15:39:40"
"37","1","2BHK Apartment for Sale","2.2 Crores","2BHK","CommonFloor","https://www.commonfloor.com/listing/2bhk-apartment-for-sale-in-andheri-west-mumbai-at-uk-sangfroid/enozw9r8b8qebudv","1017","712","2","2","New Sale","Vitrified Tiles","Yes","not furnished","East","9th floor","Freehold","Under Construction","Andheri West","2018-09-12 15:39:49"
"38","1","2BHK Apartment for Sale","65 Lakhs","2BHK","CommonFloor","https://www.commonfloor.com/listing/2bhk-apartment-for-sale-in-dombivli-east-mumbai-at-lodha-casa-bella-city/i5sf7i9ibfsiobxj","864","632","2","2","Resale","Wooden","Yes","not furnished","East","12th floor","Freehold","2014","Dombivli East","2018-09-12 15:39:52"
"39","1","3BHK Apartment for Sale","2 Crores","3BHK","CommonFloor","https://www.commonfloor.com/listing/3bhk-apartment-for-sale-in-borivali-west-mumbai-at-borivali-mayur-chs/8r5wgm395e4vgpog","650","455","3","2","Resale",NULL,"No",NULL,NULL,"Ground floor",NULL,NULL,"Borivali West","2018-09-12 15:39:56"
"40","1","3BHK Apartment for Sale","2.68 Crores","3BHK","CommonFloor","https://www.commonfloor.com/listing/3bhk-apartment-for-sale-in-powai-mumbai-at-lt-emerald-isle-phase-ii/pzmyv3o8kcgu12wm",NULL,"997","3","2","New Sale","Vitrified Tiles","Yes","not furnished",NULL,"Ground floor",NULL,NULL,"Powai","2018-09-12 15:40:01"
"41","1","3BHK Apartment for Sale","2.1 Crores","3BHK","CommonFloor","https://www.commonfloor.com/listing/3bhk-apartment-for-sale-in-kandivali-east-mumbai-at-raj-white-city-/11zsva4svivt52ng","1717","1202","3","3","New Sale","Vitrified Tiles","Yes","not furnished","East","9th floor","Freehold","Under Construction","Kandivali East","2018-09-12 15:40:05"
"42","1","2BHK Apartment for Sale","1.75 Crores","2BHK","CommonFloor","https://www.commonfloor.com/listing/2-bhk-apartment-for-sale-in-mazgaon-mumbai-at-r-mansion/9x50dafrywy3la1h","750","600","2","3","Resale",NULL,"No",NULL,NULL,"Ground floor",NULL,NULL,"Mazgaon","2018-09-12 15:40:09"
"43","1","2BHK Apartment for Sale","2.5 Crores","2BHK","CommonFloor","https://www.commonfloor.com/listing/2bhk-apartment-for-sale-in-chakala-mumbai-at-krishna-residency/5xa5wk4c2hvqbdx9","1330","820","2","2","New Sale",NULL,"No",NULL,NULL,"Ground floor",NULL,NULL,"Chakala","2018-09-12 15:40:14"
"44","1","1BHK Apartment for Sale","47.6 Lakhs","1BHK","CommonFloor","https://www.commonfloor.com/listing/semi-furnished-1bhk-apartment-for-sale-in-mira-bhayandar-mumbai-at-rna-ng-tivoli/s0tt4qolq34anxxv","680","450","1","1","New Sale","Vitrified Tiles","Yes","semi furnished","North-East","7th floor","Freehold","Under Construction","Mira Bhayandar","2018-09-12 15:40:17"
"45","1","2BHK Apartment for Sale","1.45 Crores","2BHK","CommonFloor","https://www.commonfloor.com/listing/2bhk-apartment-for-sale-in-borivali-west-mumbai-at-sameer-chs/eypy24q6plvu0b2e","676","520","2","1","Resale",NULL,"No",NULL,NULL,"Ground floor",NULL,NULL,"Borivali West","2018-09-12 15:40:20"
"46","1","1BHK Apartment for Sale","45.43 Lakhs","1BHK","CommonFloor","https://www.commonfloor.com/listing/1bhk-apartment-for-sale-in-virar-west-mumbai-at-shapoorji-pallonji-joyville/doc2ybnochy49wlc","497","410","1","1","New Sale",NULL,"Yes","not furnished",NULL,"Ground floor","Freehold","Under Construction","Virar West","2018-09-12 15:40:23"
"47","1",,"32 Lakhs",NULL,"CommonFloor","https://www.commonfloor.com/listing/semi-furnished-1rk-apartment-for-sale-in-bhayandar-west-mumbai-at-dulhan-bi-c-h-s-ltd/f7l0427a2emb54a4","375","263","1","1","Resale",NULL,"Yes","semi furnished","West","3th floor","Freehold","2002","Bhayandar West","2018-09-12 15:40:27"
"48","1","3BHK Apartment for Sale","4.55 Crores","3BHK","CommonFloor","https://www.commonfloor.com/listing/3bhk-apartment-for-sale-in-andheri-west-mumbai-at-transcon-triumph/2i0sa0bd5ivjrk8k","1795","1281","3","3","New Sale","Marble Flooring","Yes","not furnished","East","18th floor","Freehold","Under Construction","Andheri West","2018-09-12 15:40:31"
"49","1","1BHK Apartment for Sale","2 Crores","1BHK","CommonFloor","https://www.commonfloor.com/listing/semi-furnished-1bhk-apartment-for-sale-in-tardeo-mumbai/rodov168hoyncgko","360","288","1","1","Resale","Marble Flooring","Yes","semi furnished","East","5th floor","Freehold","2008","Tardeo","2018-09-12 15:40:36"
"50","1","1BHK Apartment for Sale","2 Crores","1BHK","CommonFloor","https://www.commonfloor.com/listing/semi-furnished-1bhk-apartment-for-sale-in-marine-lines-mumbai/ty8yn6mhlt21jcpc","678","542","1","1","Resale","Vitrified Tiles","Yes","semi furnished","South-East","7th floor","Freehold","2008","Marine Lines","2018-09-12 15:40:40"
"51","1","1BHK Apartment for Sale","2 Crores","1BHK","CommonFloor","https://www.commonfloor.com/listing/semi-furnished-1bhk-apartment-for-sale-in-dadar-west-mumbai/ddlze0dfe382rfgo","650","520","1","1","Resale","Granite","Yes","semi furnished","East","3th floor","Freehold","2008","Dadar West","2018-09-12 15:40:44"
"52","1","3BHK Apartment for Sale","3.55 Crores","3BHK","CommonFloor","https://www.commonfloor.com/listing/3bhk-apartment-for-sale-in-andheri-west-mumbai-at-hubtown-the-premiere-residences-beverly/pic8n893m84ym5oy","1635","1168","3","3","New Sale","Vitrified Tiles","Yes","not furnished","East","11th floor","Freehold","Under Construction","Andheri West","2018-09-12 15:40:49"
"53","1","3BHK Apartment for Sale","70 Lakhs","3BHK","CommonFloor","https://www.commonfloor.com/listing/3bhk-apartment-for-sale-in-dombivli-east-mumbai-at-lodha-casa-rio-gold/dzikz5vhbocw3g8y","1098","798","3","2","Resale","Ceramic","Yes","not furnished","East","10th floor","Freehold","2014","Dombivli East","2018-09-12 15:40:52"
"54","1","1BHK Apartment for Sale","22 Lakhs","1BHK","CommonFloor","https://www.commonfloor.com/listing/semi-furnished-1bhk-apartment-for-sale-in-badlapur-east-mumbai/rnhsljk7cwbkgq2w","596","477","1","2","Resale","Vitrified Tiles","Yes","semi furnished","East","3th floor","Freehold","2013","Badlapur East","2018-09-12 15:40:56"
"55","1","2BHK Apartment for Sale","46 Lakhs","2BHK","CommonFloor","https://www.commonfloor.com/listing/2-bhk-apartment-for-sale-in-nalasopara-west-mumbai-at-hari-om-complex/c5lsohumk565zhd4","1000","700","2","2","Resale",NULL,"No",NULL,NULL,"Ground floor",NULL,NULL,"Nalasopara West","2018-09-12 15:41:00"
"56","1","4BHK Apartment for Sale","7.75 Crores","4BHK","CommonFloor","https://www.commonfloor.com/listing/4bhk-apartment-for-sale-in-andheri-west-mumbai-at-transcon-triumph/losm7x6kaizv3jv3","3065","2187","4","5","New Sale","Marble Flooring","Yes","not furnished","East","35th floor","Freehold","Under Construction","Andheri West","2018-09-12 15:41:04"
"57","1","2BHK Apartment for Sale","3.09 Crores","2BHK","CommonFloor","https://www.commonfloor.com/listing/semi-furnished-2bhk-apartment-for-sale-in-worli-mumbai/ieoft4uu0vtiiyk2","1215","972","2","2","Resale","Vitrified Tiles","Yes","semi furnished",NULL,"8th floor","Freehold",NULL,"Worli","2018-09-12 15:41:07"
"58","1","1BHK Apartment for Sale","36 Lakhs","1BHK","CommonFloor","https://www.commonfloor.com/listing/1bhk-apartment-for-sale-in-dombivli-east-mumbai-at-lodha-casa-rio-gold/cr8q3k9wcl3mcpwg","598","449","1","1","Resale","Ceramic","Yes","not furnished","East","5th floor","Freehold","2014","Dombivli East","2018-09-12 15:41:12"
"59","1","1BHK Apartment for Sale","90 Lakhs","1BHK","CommonFloor","https://www.commonfloor.com/listing/1bhk-apartment-for-sale-in-kandivali-east-mumbai-at-gokul-garden/6u8yv3jixuh2ppr6","783","475","1","2","Resale",NULL,"No",NULL,NULL,"Ground floor",NULL,NULL,"Kandivali East","2018-09-12 15:41:16"
"60","1","3BHK Apartment for Sale","1.2 Crores","3BHK","CommonFloor","https://www.commonfloor.com/listing/3bhk-apartment-for-sale-in-kalyan-west-mumbai/mbxm4zkqsdy8rute","1585","1268","3","3","Resale","Vitrified Tiles","Yes","not furnished",NULL,"2nd floor","Freehold","2008","Kalyan West","2018-09-12 15:41:20"
"61","1","2BHK Apartment for Sale","2.7 Crores","2BHK","CommonFloor","https://www.commonfloor.com/listing/2bhk-apartment-for-sale-in-andheri-west-mumbai-at-transcon-triumph/haa9161qio16acyq","1140","813","2","2","New Sale","Marble Flooring","Yes","not furnished","East","11th floor","Freehold","Under Construction","Andheri West","2018-09-12 15:41:24"
"62","1","3BHK Apartment for Sale","70 Lakhs","3BHK","CommonFloor","https://www.commonfloor.com/listing/3bhk-apartment-for-sale-in-dombivli-east-mumbai-at-lodha-casa-rio-gold/9i406nr7iderub06","1098","798","3","2","Resale","Ceramic","Yes","not furnished","East","10th floor","Freehold","2014","Dombivli East","2018-09-12 15:41:29"
"63","1","2BHK Apartment for Sale","2.1 Crores","2BHK","CommonFloor","https://www.commonfloor.com/listing/2bhk-apartment-for-sale-in-andheri-west-mumbai-at-hubtown-the-premiere-residences-beverly/8nwz11p8hhr706l6","1025","731","2","2","New Sale","Vitrified Tiles","Yes","not furnished","East","11th floor","Freehold","Under Construction","Andheri West","2018-09-12 15:41:32"
"64","1","1BHK Apartment for Sale","85 Lakhs","1BHK","CommonFloor","https://www.commonfloor.com/listing/semi-furnished-1bhk-apartment-for-sale-in-kandivali-west-mumbai-at-pooja-enclave/2kqnffs1otw1f0wa","640","450","1","2","Resale","Vitrified Tiles","Yes","semi furnished","North","7th floor","Freehold","2008","Kandivali West","2018-09-12 15:41:36"
"65","1","2BHK Apartment for Sale","1.63 Crores","2BHK","CommonFloor","https://www.commonfloor.com/listing/2bhk-apartment-for-sale-in-dahisar-east-mumbai-at-nl-aryavarta/vdpno4xvdlnrjzo3","740","708","2","2","New Sale","Vitrified Tiles","Yes","not furnished","East","2nd floor","coop","2018","Dahisar East","2018-09-12 15:41:39"
"66","1","1BHK Apartment for Sale","55 Lakhs","1BHK","CommonFloor","https://www.commonfloor.com/listing/1bhk-apartment-for-sale-in-mira-bhayandar-mumbai-at-hubtown-gardenia/k1jnrrrwza3htqcy","585","380","1","2","Resale","Ceramic","Yes","not furnished","North-East","4th floor","coop","2010","Mira Bhayandar","2018-09-12 15:41:42"
"67","1",,"1.75 Crores",NULL,"CommonFloor","https://www.commonfloor.com/listing/fully-furnished-2bhk-apartment-for-sale-in-sakinaka-mumbai-at-hubtown-akruti-orchid-park/wt8t35lr5u2zeiyz","1010","723","2","2","Resale","Vitrified Tiles","No","fully furnished",NULL,"2nd floor","coop","2008","Sakinaka","2018-09-12 15:41:45"
"68","1","3BHK Apartment for Sale","1.95 Crores","3BHK","CommonFloor","https://www.commonfloor.com/listing/3bhk-apartment-for-sale-in-kanjurmarg-mumbai-at-kanakia-zen-world/bmey0uq86z8e9be2","1200","840","3","3","New Sale","Vitrified Tiles","Yes","not furnished","East","9th floor","Freehold","Under Construction","Kanjurmarg","2018-09-12 15:41:50"
"69","1","2BHK Apartment for Sale","1.55 Crores","2BHK","CommonFloor","https://www.commonfloor.com/listing/2bhk-apartment-for-sale-in-malad-west-mumbai-at-raj-infinia/2bkmjqiltkes6w9r","1221","740","2","2","New Sale","Vitrified Tiles","Yes","not furnished","East","11th floor","Freehold","Under Construction","Malad West","2018-09-12 15:41:54"
"70","1","3BHK Apartment for Sale","1.8 Crores","3BHK","CommonFloor","https://www.commonfloor.com/listing/3bhk-apartment-for-sale-in-andheri-east-mumbai-at-runwal-elina/gt4c02jowu4xn1om","1347","943","3","3","New Sale","Vitrified Tiles","Yes","not furnished","East","9th floor","Freehold","2018","Andheri East","2018-09-12 15:41:58"
"71","1","2BHK Apartment for Sale","1.08 Crores","2BHK","CommonFloor","https://www.commonfloor.com/listing/2bhk-apartment-for-sale-in-mira-bhayandar-mumbai-at-arkade-art/0g155rf73ttmo6l4","1250","812","2","2","New Sale","Vitrified Tiles","Yes","not furnished","North-East","6th floor","Freehold","2018","Mira Bhayandar","2018-09-12 15:42:02"
"72","1","3BHK Apartment for Sale","1.1 Crores","3BHK","CommonFloor","https://www.commonfloor.com/listing/3-bhk-apartment-for-sale-in-mira-road-mumbai-at-orchid-jangid-orchid-tulip-chs/187wtlnvl1i2kp5p","1260","950","3","2","Resale",NULL,"No",NULL,NULL,"Ground floor",NULL,NULL,"Mira Road","2018-09-12 15:42:05"
"73","1","3BHK Apartment for Sale","3.05 Crores","3BHK","CommonFloor","https://www.commonfloor.com/listing/3bhk-apartment-for-sale-in-malad-east-mumbai-at-omkar-alta-monte/6dxad4x66uakn02p","1680","1250","3","3","Resale",NULL,"No",NULL,NULL,"Ground floor",NULL,NULL,"Malad East","2018-09-12 15:42:10"
"74","1","2BHK Apartment for Sale","72.9 Lakhs","2BHK","CommonFloor","https://www.commonfloor.com/listing/2bhk-apartment-for-sale-in-mira-road-mumbai-at-jp-north-estella/9qr20qj87ok87p0v","972","631","2","2","New Sale","Vitrified Tiles","Yes","not furnished","North-West","16th floor","Freehold","2018","Mira Road","2018-09-12 15:42:13"
"75","1","2BHK Apartment for Sale","88.56 Lakhs","2BHK","CommonFloor","https://www.commonfloor.com/listing/semi-furnished-2bhk-apartment-for-sale-in-mira-bhayandar-mumbai-at-pinnacolo/wulbsm7mefp2z69p","1080","702","2","2","New Sale","Vitrified Tiles","No","semi furnished","East","12th floor","Freehold","2018","Mira Bhayandar","2018-09-12 15:42:17"
"76","1","1BHK Apartment for Sale","22 Lakhs","1BHK","CommonFloor","https://www.commonfloor.com/listing/fully-furnished-1bhk-apartment-for-sale-in-virar-west-mumbai-at-ekta-parksville-phase-i/xxjro8f6u0rtwh72","680","450","1","2","New Sale",NULL,"Yes","fully furnished","North","4th floor","Freehold","2018","Virar West","2018-09-12 15:42:22"
"77","1","1BHK Apartment for Sale","1 Crore","1BHK","CommonFloor","https://www.commonfloor.com/listing/1bhk-apartment-for-sale-in-kandivali-west-mumbai-at-rna-regency-park/88b2eutw4urk0nab","655","550","1","1","Resale",NULL,"No",NULL,NULL,"Ground floor",NULL,NULL,"Kandivali West","2018-09-12 15:42:25"
"78","1","2BHK Apartment for Sale","2.55 Crores","2BHK","CommonFloor","https://www.commonfloor.com/listing/2bhk-apartment-for-sale-in-ghatkopar-west-mumbai-at-kalpataru-aura/jbg1xae9nypgialj","1200","840","2","2","Resale","Vitrified Tiles","Yes","not furnished","North","12th floor","coop","2012","Ghatkopar West","2018-09-12 15:42:28"
